Unnamed: 0,Location,Date Published,Total Cases,Total Deaths,Pct Cases Black/AA,Pct Deaths Black/AA,Date Run,Status code,Count Cases Black/AA,Count Deaths Black/AA,Pct Includes Unknown Race,Pct Includes Hispanic Black,Count Cases Known Race,Count Deaths Known Race,Black/AA Population,Pct Black/AA Population,Date/Time Run,Date Run.1,Date/Time Run.1
,Missouri,2020-06-27,20261.0,996.0,49.66,38.56,2020-07-08,Success!,5758.0,246,False,True,11594.0,638.0,704896.0,11.57,,,
,Texas,2020-07-09,24459.0,703.0,0.12,0.13,2020-07-09,Success!,2821.0,90.0,True,False,,,3365783.0,12.07,,,
,Texas -- Bexar County,2020-07-09,17679.0,165.0,6.81,15.32,2020-07-09,Success!,464.0,17.0,False,False,6812.0,111.0,146703.0,7.62,,,
,New York -- New York,2020-07-09,214952.0,18637.0,30.15,30.52,2020-07-09,Success!,33362.0,5214.0,False,True,110643.0,17085.0,2049418.0,24.27,,,
,Rhode Island,2020-07-03,16491.0,960.0,12.29,6.14,2020-07-09,Success!,1592.0,48.0,False,False,12950.0,782.0,69254.0,6.55,,,
,Tennessee,2020-07-09,57591.0,710.0,20.53,35.07,2020-07-09,Success!,11825.0,249.0,True,True,,,1117489.0,16.8,,,
,Utah,2020-07-09,27356.0,205.0,2.6,,2020-07-09,Success!,704.0,<5,True,False,,,35862.0,1.18,,,
,Kentucky,2020-07-09,18245.0,612.0,13.88,15.3,2020-07-09,Success!,1729.0,87,False,True,12461.0,574.0,354112.0,7.98,,,
,Arkansas,2020-07-09,26052.0,309.0,24.98,25.52,2020-07-09,Success!,5611.0,74,False,True,22465.0,290.0,460970.0,15.41,,,
,California - San Diego,2020-07-09,18402.0,415.0,4.54,3.93,2020-07-09,Success!,666.0,16,False,False,14668.0,407.0,166412.0,5.04,,,
,Virginia,2020-07-09,67988.0,1937.0,14.93,22.56,2020-07-09,Success!,10150.0,437,True,True,,,1613285.0,19.17,,,
,New Mexico,2020-07-09,14251.0,533.0,1.89,,2020-07-09,Success!,270.0,,True,False,,,43006.0,2.06,,,
,Florida -- Miami-Dade County,2020-07-09,55961.0,1092.0,20.52,,2020-07-09,Success!,6426.0,,False,True,31311.0,,481976.0,17.75,,,
,Florida -- Orange County,2020-07-09,15595.0,69.0,24.65,,2020-07-09,Success!,2051.0,,False,True,8319.0,,277193.0,20.98,,,
,Alabama,2020-07-09,48588.0,1042.0,45.81,46.02,2020-07-09,Success!,16434.0,462,False,False,35877.0,1004.0,1293186.0,26.58,,,
,California - Los Angeles,2020-07-08,124738.0,3689.0,4.75,10.92,2020-07-09,Success!,3358.0,375,False,False,70741.0,3434.0,823987.0,8.16,,,
,Maryland,2020-07-09,71447.0,3160.0,28.71,40.38,2020-07-09,Success!,20515.0,1276,False,False,58791.0,71423.0,1788090.0,29.78,,,
,Mississippi,2020-07-08,33591.0,1204.0,47.64,49.83,2020-07-09,Success!,16002.0,600,True,True,,,1125834.0,37.67,,,
,Pennsylvania,2020-07-09,90202.0,6848.0,30.15,21.68,2020-07-09,Success!,12101.0,1426,False,True,40142.0,6579.0,1423319.0,11.13,,,
,Florida,2020-07-09,229367.0,4009.0,12.9,19.68,2020-07-09,Success!,29577.0,789,True,False,,,3316376.0,16.1,,,
,Montana,2020-07-09,1466.0,25.0,0.41,,2020-07-09,Success!,6.0,,True,True,,,4630.0,0.44,,,
,Vermont,2020-07-09,1272.0,56.0,10.99,0.0,2020-07-09,Success!,136.0,0,False,True,1238.0,56.0,8058.0,1.29,,,
,Colorado,2020-07-09,35525.0,1706.0,6.38,6.87,2020-07-09,Success!,1854.0,113,False,False,29045.0,1646.0,227938.0,4.12,,,
,Nebraska,2020-07-09,20623.0,284.0,7.64,8.12,2020-07-09,Success!,1217.0,22,False,True,15936.0,271.0,90860.0,4.77,,,
,Michigan,2020-07-09,67598.0,5941.0,30.02,39.84,2020-07-09,Success!,20291.0,2367,True,False,,,1375424.0,13.81,,,
,California,2020-07-08,296499.0,6602.0,4.4,9.1,2020-07-09,Success!,8336.0,593.0,False,True,190304.0,6520.0,2267875.0,5.79,,,
,Indiana,,,,,,2020-07-09,"An error occurred. ... KeyError(""None of ['RACE'] are in the columns"")",,,False,False,,,619472.0,9.33,,,
,Alaska,2020-07-09,1272.0,17.0,1.36,0.0,2020-07-09,Success!,30.0,0.0,False,True,2199.0,34.0,24129.0,3.27,,,
,Wisconsin,2020-07-09,33908.0,809.0,18.77,24.06,2020-07-09,Success!,5730.0,192,False,True,30532.0,798.0,368744.0,6.38,,,
,Georgia,2020-07-09,106727.0,2930.0,26.98,46.93,2020-07-09,Success!,28790.0,1375,True,True,,,3239300.0,31.46,,,
,Washington,,,,,,2020-07-09,"An error occurred. ... AttributeError(""'NoneType' object has no attribute 'groups'"")",,,False,False,,,269854.0,3.7,,,
,"Washington, DC",2020-07-09,10679.0,568.0,49.31,74.12,2020-07-09,Success!,5266.0,421,True,True,,,321317.0,46.94,,,
,Delaware,2020-07-09,12531.0,517.0,25.63,25.53,2020-07-09,Success!,3212.0,132,True,False,,,209892.0,22.11,,,
,Maine,2020-07-09,3486.0,111.0,26.23,,2020-07-09,Success!,809.0,,False,True,3084.0,,17881.0,1.34,,,
,Iowa,,,,,,2020-07-09,"An error occurred. ... ValueError('Unable to parse ""Reported Deaths In Adair : No Data"" as int')",,,False,False,,,109911.0,3.51,,,
,North Carolina,2020-07-09,79349.0,1461.0,23.8,32.72,2020-07-09,Success!,12925.0,461,False,True,54318.0,1409.0,2179622.0,21.46,,,
,Illinois,2020-07-09,150450.0,7119.0,16.79,27.69,2020-07-09,Success!,25255.0,1971,True,False,,,1824125.0,14.23,,,
,Idaho,,,,,,2020-07-09,"An error occurred. ... TimeoutException('', None, None)",,,False,False,,,11536.0,0.68,,,
,Minnesota,2020-07-09,40163.0,1490.0,20.34,9.6,2020-07-09,Success!,8168.0,143,True,True,,,342186.0,6.19,,,
,Massachusetts,2020-07-09,110897.0,8268.0,9.42,8.21,2020-07-09,Success!,10442.0,679,True,False,,,510558.0,7.48,,,
,Wisconsin -- Milwaukee,2020-07-09,13096.0,358.0,31.23,40.5,2020-07-09,Success!,3792.0,145,False,False,12144.0,358.0,252321.0,26.44,,,
,Missouri,2020-06-27,20261.0,996.0,49.66,38.56,2020-07-09,Success!,5758.0,246,False,True,11594.0,638.0,704896.0,11.57,,,
,Texas,2020-07-10,24758.0,710.0,11.52,12.82,2020-07-10,Success!,2851.0,91.0,True,False,,,3365783.0,12.07,,,
,Texas -- Bexar County,2020-07-10,18602.0,166.0,6.81,15.32,2020-07-10,Success!,464.0,17.0,False,False,6812.0,111.0,146703.0,7.62,,,
,New York -- New York,2020-07-10,215265.0,18653.0,30.15,30.52,2020-07-10,Success!,33406.0,5220.0,False,True,110790.0,17102.0,2049418.0,24.27,,,
,Rhode Island,2020-07-03,16491.0,960.0,12.29,6.14,2020-07-10,Success!,1592.0,48.0,False,False,12950.0,782.0,69254.0,6.55,,,
,Tennessee,2020-07-10,59546.0,723.0,20.32,35.68,2020-07-10,Success!,12100.0,258.0,True,True,,,1117489.0,16.8,,,
,Utah,2020-07-10,28223.0,207.0,2.5,,2020-07-10,Success!,718.0,<5,True,False,,,35862.0,1.18,,,
,Kentucky,2020-07-10,18670.0,620.0,13.57,15.29,2020-07-10,Success!,1756.0,88,False,True,12943.0,581.0,354112.0,7.98,,,
,Arkansas,2020-07-10,26803.0,313.0,25.01,25.26,2020-07-10,Success!,5796.0,74,False,True,23171.0,293.0,460970.0,15.41,,,
,California - San Diego,2020-07-10,18863.0,420.0,4.58,3.89,2020-07-10,Success!,690.0,16,False,False,15058.0,411.0,166412.0,5.04,,,
,Virginia,2020-07-10,68931.0,1958.0,15.06,22.93,2020-07-10,Success!,10382.0,449,True,True,,,1613285.0,19.17,,,
,New Mexico,2020-07-10,14549.0,539.0,1.9,,2020-07-10,Success!,277.0,,True,False,,,43006.0,2.06,,,
,Florida -- Miami-Dade County,2020-07-10,58341.0,1118.0,20.53,,2020-07-10,Success!,6644.0,,False,True,32359.0,,481976.0,17.75,,,
,Florida -- Orange County,2020-07-10,16148.0,78.0,24.51,,2020-07-10,Success!,2124.0,,False,True,8666.0,,277193.0,20.98,,,
,Alabama,2020-07-10,49892.0,1077.0,45.55,45.95,2020-07-10,Success!,16800.0,476,False,False,36886.0,1036.0,1293186.0,26.58,,,
,California - Los Angeles,2020-07-09,127358.0,3738.0,4.76,10.91,2020-07-10,Success!,3407.0,380,False,False,71628.0,3482.0,823987.0,8.16,,,
,Maryland,2020-07-10,71910.0,3172.0,28.78,40.54,2020-07-10,Success!,20695.0,1286,False,False,59254.0,71891.0,1788090.0,29.78,,,
,Mississippi,2020-07-09,34622.0,1215.0,47.49,49.96,2020-07-10,Success!,16441.0,607,True,True,,,1125834.0,37.67,,,
,Pennsylvania,2020-07-10,91206.0,6880.0,30.31,21.68,2020-07-10,Success!,12487.0,1426,False,True,41194.0,6579.0,1423319.0,11.13,,,
,Florida,2020-07-10,240710.0,4102.0,12.88,19.65,2020-07-10,Success!,30999.0,806,True,False,,,3316376.0,16.1,,,
,Montana,2020-07-10,1593.0,28.0,0.44,,2020-07-10,Success!,7.0,,True,True,,,4630.0,0.44,,,
,Vermont,2020-07-10,1277.0,56.0,11.01,0.0,2020-07-10,Success!,137.0,0,False,True,1244.0,56.0,8058.0,1.29,,,
,Connecticut,2020-07-09,45308.0,3476.0,13.66,18.58,2020-07-10,Success!,6189.0,646,True,False,,,378262.0,10.56,,,
,Colorado,2020-07-10,36191.0,1724.0,6.35,7.04,2020-07-10,Success!,1871.0,117,False,False,29452.0,1661.0,227938.0,4.12,,,
,Nebraska,2020-07-10,20777.0,286.0,7.61,8.03,2020-07-10,Success!,1230.0,22,False,True,16169.0,274.0,90860.0,4.77,,,
,Michigan,2020-07-10,68207.0,5956.0,29.91,39.88,2020-07-10,Success!,20404.0,2375,True,False,,,1375424.0,13.81,,,
,California,2020-07-09,304297.0,6786.0,4.4,9.0,2020-07-10,Success!,8560.0,601.0,False,True,195527.0,6658.0,2267875.0,5.79,,,
,Indiana,2020-07-10,49063.0,2539.0,12.04,14.49,2020-07-10,Success!,5905.0,368,True,True,,,619472.0,9.33,,,
,Alaska,2020-07-10,1323.0,17.0,1.36,0.0,2020-07-10,Success!,31.0,0.0,False,True,2282.0,34.0,24129.0,3.27,,,
,Wisconsin,2020-07-10,34753.0,814.0,18.66,23.94,2020-07-10,Success!,5845.0,192,False,True,31320.0,802.0,368744.0,6.38,,,
,Georgia,2020-07-10,111211.0,2965.0,27.22,46.71,2020-07-10,Success!,30267.0,1385,True,True,,,3239300.0,31.46,,,
,Washington,2020-07-10,39218.0,1424.0,5.43,3.39,2020-07-10,Success!,1520.0,46,False,False,27979.0,1355.0,269854.0,3.7,,,
,"Washington, DC",2020-07-09,10679.0,568.0,49.31,74.12,2020-07-10,Success!,5266.0,421,True,True,,,321317.0,46.94,,,
,Delaware,2020-07-10,12652.0,104.0,25.55,126.92,2020-07-10,Success!,3233.0,132,True,False,,,209892.0,22.11,,,
,Maine,2020-07-10,3499.0,111.0,26.17,,2020-07-10,Success!,812.0,,False,True,3103.0,,17881.0,1.34,,,
,Iowa,2020-07-10,34172.0,743.0,8.73,4.85,2020-07-10,Success!,2983.0,36,True,True,,,109911.0,3.51,,,
,North Carolina,2020-07-10,81331.0,1479.0,23.88,32.84,2020-07-10,Success!,13332.0,468,False,True,55827.0,1425.0,2179622.0,21.46,,,
,Illinois,2020-07-10,151767.0,7144.0,16.8,27.67,2020-07-10,Success!,25493.0,1977,True,False,,,1824125.0,14.23,,,
,Idaho,2020-07-10,9928.0,101.0,1.46,0.99,2020-07-10,Success!,145.0,1,False,True,,,11536.0,0.68,,,
,Minnesota,2020-07-10,40767.0,1495.0,20.78,9.83,2020-07-10,Success!,8472.0,147,True,True,,,342186.0,6.19,,,
,Massachusetts,2020-07-10,111110.0,8296.0,9.42,8.23,2020-07-10,Success!,10465.0,683,True,False,,,510558.0,7.48,,,
,Wisconsin -- Milwaukee,2020-07-10,13430.0,359.0,31.17,40.39,2020-07-10,Success!,3889.0,145,False,False,12475.0,359.0,252321.0,26.44,,,
,Missouri,2020-06-27,20261.0,996.0,49.66,38.56,2020-07-10,Success!,5758.0,246,False,True,11594.0,638.0,704896.0,11.57,,,
,Arkansas,2020-07-11,27864.0,319.0,24.83,25.84,2020-07-11,Success!,5959.0,77.0,False,True,24000.0,298.0,460970.0,15.41,,,
,Massachusetts,2020-07-11,111398.0,8310.0,9.41,8.23,2020-07-11,Success!,10477.0,684.0,True,False,,,510558.0,7.48,,,
,Alabama,,,,,,2020-07-11,An error occurred. ... Exception('Your request has timed out.\n(Error Code: 504)'),,,False,False,,,1293186.0,26.58,,,
,Iowa,2020-07-11,34695.0,748.0,8.68,4.81,2020-07-11,Success!,3011.0,36.0,True,True,,,109911.0,3.51,,,
,Illinois,2020-07-11,152962.0,7168.0,16.79,27.65,2020-07-11,Success!,25689.0,1982.0,True,False,,,1824125.0,14.23,,,
,Maine,2020-07-11,3520.0,112.0,25.94,,2020-07-11,Success!,814.0,,False,True,3138.0,,17881.0,1.34,,,
,Texas -- Bexar County,2020-07-11,19137.0,175.0,6.81,15.32,2020-07-11,Success!,464.0,17.0,False,False,6812.0,111.0,146703.0,7.62,,,
,"Washington, DC",2020-07-09,10679.0,568.0,49.31,74.12,2020-07-11,Success!,5266.0,421.0,True,True,,,321317.0,46.94,,,
,Kentucky,2020-07-11,19121.0,622.0,16.08,4.14,2020-07-11,Success!,2091.0,24.0,False,True,13008.0,583.0,354112.0,7.98,,,
,Minnesota,2020-07-11,41571.0,1499.0,20.62,9.81,2020-07-11,Success!,8571.0,147.0,True,True,,,342186.0,6.19,,,
,Wisconsin,2020-07-11,35679.0,821.0,18.6,23.73,2020-07-11,Success!,5984.0,192.0,False,True,32164.0,809.0,368744.0,6.38,,,
,Indiana,2020-07-11,51079.0,2563.0,11.87,14.44,2020-07-11,Success!,6064.0,370.0,True,True,,,619472.0,9.33,,,
,Tennessee,2020-07-11,61006.0,738.0,20.2,35.37,2020-07-11,Success!,12323.0,261.0,True,True,,,1117489.0,16.8,,,
,New York -- New York,2020-07-11,215598.0,18667.0,30.15,30.52,2020-07-11,Success!,33453.0,5225.0,False,True,110942.0,17118.0,2049418.0,24.27,,,
,Utah,2020-07-11,28855.0,212.0,2.5,,2020-07-11,Success!,731.0,<5,True,False,,,35862.0,1.18,,,
,Vermont,2020-07-11,1283.0,56.0,11.05,0.0,2020-07-11,Success!,138.0,0,False,True,1249.0,56.0,8058.0,1.29,,,
,Missouri,2020-06-27,20261.0,996.0,49.66,38.56,2020-07-11,Success!,5758.0,246,False,True,11594.0,638.0,704896.0,11.57,,,
,California,,,,,,2020-07-11,"An error occurred. ... AttributeError(""'NoneType' object has no attribute 'text'"")",,,False,False,,,2267875.0,5.79,,,
,New Mexico,2020-07-11,14773.0,543.0,1.89,,2020-07-11,Success!,279.0,,True,False,,,43006.0,2.06,,,
,Alaska,2020-07-11,1385.0,17.0,1.43,0.0,2020-07-11,Success!,34.0,0.0,False,True,2376.0,34.0,24129.0,3.27,,,
,Texas,2020-07-11,25291.0,717.0,11.42,12.69,2020-07-11,Success!,2887.0,91,True,False,,,3365783.0,12.07,,,
,Maryland,2020-07-11,72467.0,3179.0,28.85,40.55,2020-07-11,Success!,20910.0,1289,False,False,59766.0,72448.0,1788090.0,29.78,,,
,California - San Diego,2020-07-11,19371.0,422.0,4.61,3.87,2020-07-11,Success!,712.0,16,False,False,15451.0,413.0,166412.0,5.04,,,
,Florida -- Miami-Dade County,2020-07-11,60868.0,1132.0,20.53,,2020-07-11,Success!,6886.0,,False,True,33549.0,,481976.0,17.75,,,
,Florida -- Orange County,2020-07-11,16630.0,80.0,24.57,,2020-07-11,Success!,2220.0,,False,True,9034.0,,277193.0,20.98,,,
,North Carolina,2020-07-11,83793.0,1499.0,23.88,32.8,2020-07-11,Success!,13702.0,474,False,True,57384.0,1445.0,2179622.0,21.46,,,
,California - Los Angeles,2020-07-10,130242.0,3793.0,4.74,10.94,2020-07-11,Success!,3476.0,386,False,False,73398.0,3529.0,823987.0,8.16,,,
,Montana,2020-07-11,1677.0,29.0,0.42,,2020-07-11,Success!,7.0,,True,True,,,4630.0,0.44,,,
,Connecticut,2020-07-09,45308.0,3476.0,13.66,18.58,2020-07-11,Success!,6189.0,646,True,False,,,378262.0,10.56,,,
,Virginia,2020-07-11,69782.0,1962.0,15.2,23.24,2020-07-11,Success!,10606.0,456,True,True,,,1613285.0,19.17,,,
,Rhode Island,2020-07-03,16491.0,960.0,12.29,6.14,2020-07-11,Success!,1592.0,48,False,False,12950.0,782.0,69254.0,6.55,,,
,Nebraska,2020-07-11,20998.0,285.0,7.61,8.03,2020-07-11,Success!,1230.0,22,False,True,16169.0,274.0,90860.0,4.77,,,
,Georgia,2020-07-11,114401.0,2996.0,27.14,46.63,2020-07-11,Success!,31052.0,1397,True,True,,,3239300.0,31.46,,,
,Wisconsin -- Milwaukee,2020-07-10,13430.0,359.0,31.17,40.39,2020-07-11,Success!,3889.0,145,False,False,12475.0,359.0,252321.0,26.44,,,
,Idaho,2020-07-11,10505.0,101.0,1.42,0.99,2020-07-11,Success!,149.0,1,False,True,,,11536.0,0.68,,,
,Pennsylvania,2020-07-11,92001.0,6897.0,30.31,21.68,2020-07-11,Success!,12624.0,1426,False,True,41651.0,6579.0,1423319.0,11.13,,,
,Colorado,2020-07-11,36591.0,1725.0,6.34,7.04,2020-07-11,Success!,1881.0,117,False,False,29686.0,1662.0,227938.0,4.12,,,
,Washington,2020-07-10,39218.0,1424.0,5.43,3.39,2020-07-11,Success!,1520.0,46,False,False,27979.0,1355.0,269854.0,3.7,,,
,Florida,2020-07-11,250984.0,4197.0,12.9,19.56,2020-07-11,Success!,32370.0,821,True,False,,,3316376.0,16.1,,,
,Michigan,2020-07-11,68857.0,5983.0,29.75,39.95,2020-07-11,Success!,20486.0,2390,True,False,,,1375424.0,13.81,,,
,Mississippi,2020-07-10,35419.0,1230.0,47.46,50.08,2020-07-11,Success!,16811.0,616,True,True,,,1125834.0,37.67,,,
,Delaware,2020-07-11,12743.0,106.0,25.54,124.53,2020-07-11,Success!,3254.0,132,True,False,,,209892.0,22.11,,,
,Illinois,2020-07-12,153916.0,7187.0,16.78,27.69,2020-07-12,Success!,25828.0,1990.0,True,False,,,1824125.0,14.23,,,
,Washington,2020-07-12,40656.0,1438.0,5.44,3.36,2020-07-12,Success!,1570.0,46.0,False,False,28882.0,1371.0,269854.0,3.7,,,
,North Carolina,2020-07-12,85701.0,1503.0,23.93,32.69,2020-07-12,Success!,13921.0,473.0,False,True,58167.0,1447.0,2179622.0,21.46,,,
,New York -- New York,2020-07-12,215924.0,18670.0,30.15,30.52,2020-07-12,Success!,33489.0,5226.0,False,True,111088.0,17124.0,2049418.0,24.27,,,
,Wisconsin,2020-07-12,36448.0,820.0,18.5,23.76,2020-07-12,Success!,6076.0,192.0,False,True,32836.0,808.0,368744.0,6.38,,,
,Wisconsin -- Milwaukee,2020-07-10,13430.0,359.0,31.17,40.39,2020-07-12,Success!,3889.0,145.0,False,False,12475.0,359.0,252321.0,26.44,,,
,Rhode Island,2020-07-03,16491.0,960.0,12.29,6.14,2020-07-12,Success!,1592.0,48.0,False,False,12950.0,782.0,69254.0,6.55,,,
,Tennessee,2020-07-12,61960.0,741.0,20.26,35.49,2020-07-12,Success!,12551.0,263.0,True,True,,,1117489.0,16.8,,,
,Maine,2020-07-12,3539.0,114.0,25.81,,2020-07-12,Success!,816.0,,False,True,3161.0,,17881.0,1.34,,,
,Maryland,2020-07-12,73109.0,3188.0,28.94,40.62,2020-07-12,Success!,21160.0,1295.0,False,False,60333.0,73092.0,1788090.0,29.78,,,
,Alabama,2020-07-11,51294.0,1086.0,45.22,45.84,2020-07-12,Success!,17111.0,479.0,False,False,37836.0,1045.0,1293186.0,26.58,,,
,Arkansas,2020-07-12,28367.0,321.0,24.84,26.09,2020-07-12,Success!,6042.0,78.0,False,True,24327.0,299.0,460970.0,15.41,,,
,Connecticut,2020-07-09,45308.0,3476.0,13.66,18.58,2020-07-12,Success!,6189.0,646.0,True,False,,,378262.0,10.56,,,
,Michigan,2020-07-12,69250.0,5984.0,29.67,39.94,2020-07-12,Success!,20548.0,2390.0,True,False,,,1375424.0,13.81,,,
,Montana,2020-07-12,1758.0,29.0,0.4,,2020-07-12,Success!,7.0,,True,True,,,4630.0,0.44,,,
,Alaska,2020-07-12,1479.0,17.0,1.4,0.0,2020-07-12,Success!,35.0,0.0,False,True,2499.0,34.0,24129.0,3.27,,,
,Massachusetts,2020-07-12,111597.0,8325.0,9.4,8.22,2020-07-12,Success!,10493.0,684.0,True,False,,,510558.0,7.48,,,
,Florida -- Miami-Dade County,2020-07-12,64444.0,1139.0,20.65,,2020-07-12,Success!,7127.0,,False,True,34512.0,,481976.0,17.75,,,
,Florida -- Orange County,2020-07-12,18001.0,80.0,24.78,,2020-07-12,Success!,2278.0,,False,True,9192.0,,277193.0,20.98,,,
,Iowa,2020-07-12,35363.0,750.0,8.58,4.8,2020-07-12,Success!,3035.0,36.0,True,True,,,109911.0,3.51,,,
,Missouri,,,,,,2020-07-12,An error occurred. ... AssertionError('Unable to find ArcGIS ID 554ada3bc8b147abad21ae23d4a7ba3a'),,,False,False,,,704896.0,11.57,,,
,Utah,2020-07-12,29484.0,215.0,2.5,,2020-07-12,Success!,747.0,<5,True,False,,,35862.0,1.18,,,
,Mississippi,2020-07-11,36287.0,1249.0,47.01,49.96,2020-07-12,Success!,17059.0,624,True,True,,,1125834.0,37.67,,,
,Texas -- Bexar County,2020-07-12,19648.0,184.0,6.81,15.32,2020-07-12,Success!,464.0,17.0,False,False,6812.0,111.0,146703.0,7.62,,,
,Minnesota,2020-07-12,42281.0,1502.0,20.49,9.79,2020-07-12,Success!,8665.0,147,True,True,,,342186.0,6.19,,,
,Texas,2020-07-12,25438.0,719.0,0.11,0.13,2020-07-12,Success!,2914.0,91,True,False,,,3365783.0,12.07,,,
,Delaware,2020-07-12,12804.0,104.0,25.51,126.92,2020-07-12,Success!,3266.0,132,True,False,,,209892.0,22.11,,,
,Nebraska,2020-07-12,21172.0,285.0,7.62,8.06,2020-07-12,Success!,1252.0,22,False,True,16440.0,273.0,90860.0,4.77,,,
,California,2020-07-11,320804.0,6989.0,4.4,8.9,2020-07-12,Success!,9021.0,613.0,False,True,206109.0,6888.0,2267875.0,5.79,,,
,Vermont,2020-07-12,1296.0,56.0,11.33,0.0,2020-07-12,Success!,143.0,0,False,True,1262.0,56.0,8058.0,1.29,,,
,New Mexico,2020-07-12,15028.0,545.0,1.88,,2020-07-12,Success!,282.0,,True,False,,,43006.0,2.06,,,
,Florida,2020-07-12,266119.0,4242.0,12.58,19.68,2020-07-12,Success!,33479.0,835,True,False,,,3316376.0,16.1,,,
,"Washington, DC",2020-07-09,10679.0,568.0,49.31,74.12,2020-07-12,Success!,5266.0,421,True,True,,,321317.0,46.94,,,
,Colorado,2020-07-12,36913.0,1725.0,6.33,7.04,2020-07-12,Success!,1890.0,117,False,False,29866.0,1661.0,227938.0,4.12,,,
,California - San Diego,2020-07-12,19929.0,422.0,4.65,3.87,2020-07-12,Success!,736.0,16,False,False,15828.0,413.0,166412.0,5.04,,,
,Idaho,2020-07-12,10902.0,101.0,1.38,0.99,2020-07-12,Success!,150.0,1,False,True,,,11536.0,0.68,,,
,Pennsylvania,2020-07-12,92552.0,6904.0,30.29,21.68,2020-07-12,Success!,12702.0,1426,False,True,41935.0,6579.0,1423319.0,11.13,,,
,Georgia,2020-07-12,116926.0,3001.0,26.75,46.58,2020-07-12,Success!,31278.0,1398,True,True,,,3239300.0,31.46,,,
,Virginia,2020-07-12,70670.0,1966.0,15.23,23.19,2020-07-12,Success!,10760.0,456,True,True,,,1613285.0,19.17,,,
,Indiana,2020-07-12,51612.0,2567.0,11.82,14.41,2020-07-12,Success!,6099.0,370,True,True,,,619472.0,9.33,,,
,Kentucky,2020-07-12,19389.0,625.0,15.91,4.12,2020-07-12,Success!,2072.0,24,False,True,13029.0,587.0,354112.0,7.98,,,
,California - Los Angeles,2020-07-11,133549.0,3809.0,4.7,10.92,2020-07-12,Success!,3554.0,387,False,False,75586.0,3543.0,823987.0,8.16,,,
,Texas,2020-07-13,25465.0,720.0,0.11,0.13,2020-07-13,Success!,2915.0,92.0,True,False,,,3365783.0,12.07,,,
,Texas -- Bexar County,2020-07-13,20213.0,195.0,6.81,15.32,2020-07-13,Success!,464.0,17.0,False,False,6812.0,111.0,146703.0,7.62,,,
,New York -- New York,2020-07-13,216199.0,18708.0,30.14,30.5,2020-07-13,Success!,33524.0,5231.0,False,True,111210.0,17152.0,2049418.0,24.27,,,
,Rhode Island,2020-07-03,16491.0,960.0,12.29,6.14,2020-07-13,Success!,1592.0,48.0,False,False,12950.0,782.0,69254.0,6.55,,,
,Tennessee,2020-07-13,65274.0,749.0,19.74,35.51,2020-07-13,Success!,12883.0,266.0,True,True,,,1117489.0,16.8,,,
,Utah,2020-07-13,30030.0,216.0,2.5,,2020-07-13,Success!,759.0,<5,True,False,,,35862.0,1.18,,,
,Kentucky,2020-07-13,19653.0,629.0,13.88,4.1,2020-07-13,Success!,1812.0,24,False,True,13061.0,591.0,354112.0,7.98,,,
,Arkansas,2020-07-13,28939.0,323.0,24.87,26.16,2020-07-13,Success!,6122.0,79,False,True,24615.0,302.0,460970.0,15.41,,,
,California - San Diego,2020-07-12,19929.0,422.0,4.65,3.87,2020-07-13,Success!,736.0,16,False,False,15828.0,413.0,166412.0,5.04,,,
,Virginia,2020-07-13,71642.0,1968.0,15.3,23.22,2020-07-13,Success!,10963.0,457,True,True,,,1613285.0,19.17,,,
,New Mexico,2020-07-13,15291.0,548.0,1.86,,2020-07-13,Success!,284.0,,True,False,,,43006.0,2.06,,,
,Florida -- Miami-Dade County,2020-07-13,67713.0,1143.0,20.55,,2020-07-13,Success!,7304.0,,False,True,35538.0,,481976.0,17.75,,,
,Florida -- Orange County,2020-07-13,18937.0,83.0,25.16,,2020-07-13,Success!,2433.0,,False,True,9671.0,,277193.0,20.98,,,
,Alabama,2020-07-13,54768.0,1096.0,45.12,45.74,2020-07-13,Success!,17703.0,483,False,False,39238.0,1056.0,1293186.0,26.58,,,
,California - Los Angeles,2020-07-12,136129.0,3822.0,4.69,10.89,2020-07-13,Success!,3620.0,387,False,False,77127.0,3553.0,823987.0,8.16,,,
,Maryland,2020-07-13,73527.0,3194.0,28.9,40.64,2020-07-13,Success!,21250.0,1298,False,False,60587.0,73510.0,1788090.0,29.78,,,
,Mississippi,2020-07-12,36680.0,1250.0,46.96,50.0,2020-07-13,Success!,17226.0,625,True,True,,,1125834.0,37.67,,,
,Pennsylvania,2020-07-13,93015.0,6911.0,30.32,21.68,2020-07-13,Success!,12793.0,1426,False,True,42197.0,6579.0,1423319.0,11.13,,,
,Florida,2020-07-13,278667.0,4277.0,12.42,19.59,2020-07-13,Success!,34609.0,838,True,False,,,3316376.0,16.1,,,
,Montana,2020-07-13,1843.0,32.0,0.6,,2020-07-13,Success!,11.0,,True,True,,,4630.0,0.44,,,
,Vermont,2020-07-13,1301.0,56.0,11.29,0.0,2020-07-13,Success!,143.0,0,False,True,1267.0,56.0,8058.0,1.29,,,
,Connecticut,2020-07-12,45523.0,3492.0,13.76,18.47,2020-07-13,Success!,6262.0,645,True,False,,,378262.0,10.56,,,
,Colorado,2020-07-13,37242.0,1727.0,6.33,7.09,2020-07-13,Success!,1911.0,118,False,False,30203.0,1665.0,227938.0,4.12,,,
,Nebraska,2020-07-13,21399.0,288.0,7.61,8.06,2020-07-13,Success!,1255.0,22,False,True,16482.0,273.0,90860.0,4.77,,,
