2020-07-26 19:05:50,571 INFO covid19_scrapers.web_cache:  Connecting web cache to DB: work\web_cache.db
2020-07-26 19:05:56,633 DEBUG covid19_scrapers.registry:  Registering scraper: Illinois: Illinois
2020-07-26 19:05:56,633 DEBUG covid19_scrapers.registry:  Registering scraper: Indiana: Indiana
2020-07-26 19:05:56,633 DEBUG covid19_scrapers.registry:  Registering scraper: Iowa: Iowa
2020-07-26 19:05:56,633 DEBUG covid19_scrapers.registry:  Registering scraper: Kansas: Kansas
2020-07-26 19:05:56,634 DEBUG covid19_scrapers.registry:  Registering scraper: Kentucky: Kentucky
2020-07-26 19:05:56,634 DEBUG covid19_scrapers.registry:  Registering scraper: Louisiana: Louisiana
2020-07-26 19:05:56,634 DEBUG covid19_scrapers.registry:  Registering scraper: Maine: Maine
2020-07-26 19:05:56,634 DEBUG covid19_scrapers.registry:  Registering scraper: Maine2: Maine2
2020-07-26 19:05:56,635 DEBUG covid19_scrapers.registry:  Registering scraper: Maryland: Maryland
2020-07-26 19:05:56,635 DEBUG covid19_scrapers.registry:  Registering scraper: Massachusetts: Massachusetts
2020-07-26 19:05:56,635 DEBUG covid19_scrapers.registry:  Registering scraper: Michigan: Michigan
2020-07-26 19:05:56,635 DEBUG covid19_scrapers.registry:  Registering scraper: Minnesota: Minnesota
2020-07-26 19:05:56,635 DEBUG covid19_scrapers.registry:  Registering scraper: Mississippi: Mississippi
2020-07-26 19:05:56,636 DEBUG covid19_scrapers.registry:  Registering scraper: Missouri: Missouri
2020-07-26 19:05:56,636 DEBUG covid19_scrapers.registry:  Registering scraper: Montana: Montana
2020-07-26 19:05:56,636 DEBUG covid19_scrapers.registry:  Registering scraper: Nebraska: Nebraska
2020-07-26 19:05:56,636 DEBUG covid19_scrapers.registry:  Registering scraper: NewHampshire: New Hampshire
2020-07-26 19:05:56,637 DEBUG covid19_scrapers.registry:  Registering scraper: NewJersey: New Jersey
2020-07-26 19:05:56,637 DEBUG covid19_scrapers.registry:  Registering scraper: NewMexico: New Mexico
2020-07-26 19:05:56,637 DEBUG covid19_scrapers.registry:  Registering scraper: NewYork: NewYork
2020-07-26 19:05:56,637 DEBUG covid19_scrapers.registry:  Registering scraper: NewYorkCity: New York -- New York
2020-07-26 19:05:56,637 DEBUG covid19_scrapers.registry:  Registering scraper: NorthCarolina: North Carolina
2020-07-26 19:05:56,638 DEBUG covid19_scrapers.registry:  Registering scraper: Ohio: Ohio
2020-07-26 19:05:56,638 DEBUG covid19_scrapers.registry:  Registering scraper: Pennsylvania: Pennsylvania
2020-07-26 19:05:56,638 DEBUG covid19_scrapers.registry:  Registering scraper: RhodeIsland: Rhode Island
2020-07-26 19:05:56,638 DEBUG covid19_scrapers.registry:  Registering scraper: SouthCarolina: SouthCarolina
2020-07-26 19:05:56,638 DEBUG covid19_scrapers.registry:  Registering scraper: Tennessee: Tennessee
2020-07-26 19:05:56,639 DEBUG covid19_scrapers.registry:  Registering scraper: Texas: Texas
2020-07-26 19:05:56,639 DEBUG covid19_scrapers.registry:  Registering scraper: TexasBexar: Texas -- Bexar County
2020-07-26 19:05:56,639 DEBUG covid19_scrapers.registry:  Registering scraper: Utah: Utah
2020-07-26 19:05:56,639 DEBUG covid19_scrapers.registry:  Registering scraper: Vermont: Vermont
2020-07-26 19:05:56,639 DEBUG covid19_scrapers.registry:  Registering scraper: Virginia: Virginia
2020-07-26 19:05:56,640 DEBUG covid19_scrapers.registry:  Registering scraper: Washington: Washington
2020-07-26 19:05:56,640 DEBUG covid19_scrapers.registry:  Registering scraper: WashingtonDC: Washington, DC
2020-07-26 19:05:56,640 DEBUG covid19_scrapers.registry:  Registering scraper: Wisconsin: Wisconsin
2020-07-26 19:05:56,640 DEBUG covid19_scrapers.registry:  Registering scraper: WisconsinMilwaukee: Wisconsin -- Milwaukee
2020-07-26 19:05:56,640 INFO root:  Running selected scrapers: ['Kentucky']
2020-07-26 19:05:56,641 DEBUG covid19_scrapers.scoped_resource:  Setting WebCache instance: <WebCache db=work\web_cache.db>
2020-07-26 19:05:56,641 DEBUG covid19_scrapers.scoped_resource:  Entering WebCache scope: <WebCache db=work\web_cache.db>
2020-07-26 19:05:56,641 DEBUG covid19_scrapers.dir_context:  Entering: C:\cygwin64\home\nkrishna\COVID19_tracker_data_extraction\workflow\python -> work\Kentucky
2020-07-26 19:05:56,641 INFO covid19_scrapers.scraper:  Scraping Kentucky
2020-07-26 19:05:56,644 DEBUG covid19_scrapers.web_cache:  Found cache entry: https://chfs.ky.gov/agencies/dph/covid19/COVID19DailyReport.pdf
2020-07-26 19:05:56,644 DEBUG covid19_scrapers.web_cache:  Response is stale: max_age=0.0 <= age=80331.179499
2020-07-26 19:05:56,645 DEBUG covid19_scrapers.web_cache:  Revalidating stale cached response
2020-07-26 19:05:56,645 DEBUG covid19_scrapers.web_cache:  Sending request: https://chfs.ky.gov/agencies/dph/covid19/COVID19DailyReport.pdf
2020-07-26 19:05:56,645 DEBUG urllib3.connectionpool:  Starting new HTTPS connection (1): chfs.ky.gov:443
2020-07-26 19:05:57,131 DEBUG urllib3.connectionpool:  https://chfs.ky.gov:443 "GET /agencies/dph/covid19/COVID19DailyReport.pdf HTTP/1.1" 200 557764
2020-07-26 19:05:57,632 DEBUG covid19_scrapers.web_cache:  No longer valid; replacing cached response
2020-07-26 19:05:57,692 DEBUG covid19_scrapers.utils.http:  Saving response content to: report.pdf
2020-07-26 19:05:57,736 INFO covid19_scrapers.states.kentucky:  Processing data for 2020-07-26
2020-07-26 19:06:00,531 DEBUG covid19_scrapers.states.kentucky:  _extract_demographic_data args are (                                  value
race                                   
White                             78.67
Black                             12.08
Multiracial                        5.85
Asian                              2.73
American Indian or Alaska Native   0.46, 'Race of Cases Where Race Known (66.37% of Total Known)', 27079, 'Black')
2020-07-26 19:06:00,532 DEBUG covid19_scrapers.states.kentucky:  known_pct is 66.37
2020-07-26 19:06:00,532 DEBUG covid19_scrapers.states.kentucky:  known_count is 17972
2020-07-26 19:06:00,532 DEBUG covid19_scrapers.states.kentucky:  aa_pct is 12.08
2020-07-26 19:06:00,532 DEBUG covid19_scrapers.states.kentucky:  aa_count is 2171
2020-07-26 19:06:00,541 DEBUG covid19_scrapers.states.kentucky:  _extract_demographic_data args are (             value
race              
White        81.41
Black        14.59
Multiracial   2.61, 'Race of Deaths Where Race Known (93.00% of Total Known)', 700, 'Black')
2020-07-26 19:06:00,541 DEBUG covid19_scrapers.states.kentucky:  known_pct is 93.0
2020-07-26 19:06:00,541 DEBUG covid19_scrapers.states.kentucky:  known_count is 651
2020-07-26 19:06:00,541 DEBUG covid19_scrapers.states.kentucky:  aa_pct is 14.59
2020-07-26 19:06:00,541 DEBUG covid19_scrapers.states.kentucky:  aa_count is 94
2020-07-26 19:06:00,543 WARNING covid19_scrapers.census.census_api:  Calling Census API without a key: Be careful of hitting the rate limit.
2020-07-26 19:06:00,544 DEBUG covid19_scrapers.web_cache:  Found cache entry: https://api.census.gov/data/2018/acs/acs5?get=NAME%2Cgroup%28B02001%29&for=state%3A21
2020-07-26 19:06:00,544 DEBUG covid19_scrapers.web_cache:  Response is fresh: max_age=14400.0 > age=7854.570215
2020-07-26 19:06:00,544 DEBUG covid19_scrapers.web_cache:  Cache hit: returning cached response
2020-07-26 19:06:00,545 DEBUG covid19_scrapers.web_cache:  Found cache entry: https://api.census.gov/data/2018/acs/acs5/groups/B02001.json
2020-07-26 19:06:00,545 DEBUG covid19_scrapers.web_cache:  Response is fresh: max_age=14400.0 > age=7832.805689
2020-07-26 19:06:00,546 DEBUG covid19_scrapers.web_cache:  Cache hit: returning cached response
2020-07-26 19:06:00,565 DEBUG covid19_scrapers.dir_context:  Exiting: C:\cygwin64\home\nkrishna\COVID19_tracker_data_extraction\workflow\python\work\Kentucky -> C:\cygwin64\home\nkrishna\COVID19_tracker_data_extraction\workflow\python
2020-07-26 19:06:00,567 DEBUG covid19_scrapers.scoped_resource:  Exiting WebCache scope: <WebCache db=work\web_cache.db>
2020-07-26 19:06:00,567 INFO root:  Writing -
