Location,Date Published,Total Cases,Total Deaths,Count Cases Black/AA,Count Deaths Black/AA,Pct Cases Black/AA,Pct Deaths Black/AA,Pct Includes Unknown Race,Pct Includes Hispanic Black,Count Cases Known Race,Count Deaths Known Race,Black/AA Population,Pct Black/AA Population,Status code
Colorado,2020-07-26,44336,1794,2088,119,6.08,6.87,False,False,34320.0,1732.0,227938,4.12,Success!
Nebraska,2020-07-26,24618,316,1493,24,7.79,7.92,False,True,19165.0,303.0,90860,4.77,Success!
Michigan,2020-07-26,77930,6071,21877,2420,28.07,39.86,True,False,,,1375424,13.81,Success!
Louisiana,2020-07-22,107574,3651,36693,1803,45.36,51.05,False,True,80885.0,3532.0,1502916,32.23,Success!
California,2020-07-25 00:00:00,453659,8416,12503,697,4.3,8.5,False,False,290599.0,8197.0,2267875,5.79,Success!
Indiana,2020-07-26,62372,2706,6966,382,11.17,14.12,True,True,,,619472,9.33,Success!
Alaska,2020-07-26,1597.0,19.0,70.0,0.0,4.77,0.0,False,True,1468.0,19.0,24129,3.27,Success!
Wisconsin,2020-07-26,48827,892,7558,201,17.16,22.95,False,True,44055.0,876.0,368744,6.38,Success!
Georgia,2020-07-26,167953,3498,43532,1597,25.92,45.65,True,True,,,3239300,31.46,Success!
Washington,2020-07-26,52635,1501,1903,49,5.44,3.35,False,False,34993.0,1464.0,269854,3.7,Success!
New Hampshire,2020-07-26,6436,409,335,9,6.01,2.22,False,False,5577.0,406.0,20516,1.53,Success!
"Washington, DC",2020-07-26,11780,581,5802,429,49.25,73.84,True,True,,,321317,46.94,Success!
Delaware,,,,,,,,False,False,,,209892,22.11,An error occurred. ... HTTPError('504 Server Error: Gateway Time-out for url: https://myhealthycommunity.dhss.delaware.gov/locations/state/')
Maine,2020-07-27,3832,119,860,,24.9,,False,True,3454.0,,17881,1.34,Success!
Iowa,2020-07-27,42485,829,3371,38,7.93,4.58,True,True,,,109911,3.51,Success!
North Carolina,2020-07-26,112713,1785,19045,558,23.99,32.39,False,True,79387.0,1723.0,2179622,21.46,Success!
Illinois,2020-07-26,171424,7398,28568,2033,16.67,27.48,True,False,,,1824125,14.23,Success!
Idaho,2020-07-26,18177,141,223,3,1.23,2.13,False,True,,,11536,0.68,Success!
Ohio,,,,,,,,False,False,,,1438271,12.35,An error occurred. ... JSONDecodeError('Expecting value: line 1 column 1 (char 0)')
Minnesota,2020-07-26,51153,1574,10500,149,20.53,9.47,True,True,,,342186,6.19,Success!
Massachusetts,2020-07-26,115637,8529,10824,699,9.36,8.2,True,False,,,510558,7.48,Success!
Wisconsin -- Milwaukee,2020-07-24,17655,374,4964,147,30.36,39.3,False,False,16352.0,374.0,252321,26.44,Success!
Missouri,2020-07-26,41925,1197,9113,391,28.55,34.24,False,True,31924.0,1142.0,704896,11.57,Success!
NewYork,2020-07-25,411736,25106,,6349.0,,26.9,False,False,,23598.0,,,Success!
SouthCarolina,2020-07-24,78607,1385,26288.0,573.0,37.88,43.74,False,True,69406.0,1310.0,,,Success!
