Location,Date Published,Total Cases,Total Deaths,Count Cases Black/AA,Count Deaths Black/AA,Pct Cases Black/AA,Pct Deaths Black/AA,Pct Includes Unknown Race,Pct Includes Hispanic Black,Count Cases Known Race,Count Deaths Known Race,Black/AA Population,Pct Black/AA Population,Status code
Michigan,2020-07-30,80807,6113,22248.0,2434.0,27.53,39.82,True,False,,,1375424,13.81,Success!
Hawaii,2020-07-30,1989,26,12.0,,1.01,,False,True,1184.0,,26266,1.85,Success!
Oklahoma,,,,,,,,False,False,,,287959,7.35,"An error occurred. ... AttributeError(""'Oklahoma' object has no attribute 'DASHBOARD_40'"")"
Montana,2020-07-30,3814,55,21.0,,0.55,,True,True,,,4630,0.44,Success!
Kansas,2020-07-29,26870,349,2003.0,63.0,9.04,18.58,False,True,22161.0,339.0,169801,5.84,Success!
Alaska,2020-07-30,1791.0,23.0,83.0,0.0,5.06,0.0,False,True,1639.0,23.0,24129,3.27,Success!
NorthDakota,2020-07-30,6301,103,,,,,False,False,,,,,Success!
Massachusetts,2020-07-30,117098,8595,10959.0,705.0,9.36,8.2,True,False,,,510558,7.48,Success!
Florida -- Miami-Dade County,2020-07-30,115916,1515,10362.0,,17.33,,False,True,59780.0,,481976,17.75,Success!
Florida -- Orange County,2020-07-30,28591,212,3724.0,,24.92,,False,True,14943.0,,277193,20.98,Success!
Iowa,2020-07-30,44054,857,3443.0,38.0,7.82,4.43,True,True,,,109911,3.51,Success!
Missouri,2020-07-30,48828,1233,10128.0,404.0,27.52,34.27,False,True,36808.0,1179.0,704896,11.57,Success!
Utah,2020-07-30,39696,300,974,5,2.5,1.67,True,False,,,35862,1.18,Success!
Mississippi,2020-07-29,57579,1611,24665,802,42.84,49.78,True,True,,,1125834,37.67,Success!
Texas -- Bexar County,2020-07-30,40253,347,464,17.0,6.81,15.32,False,False,6812.0,111.0,146703,7.62,Success!
Minnesota,2020-07-30,53692,1594,11105,149,20.68,9.35,True,True,,,342186,6.19,Success!
Nevada,,,,,,,,False,False,,,261123,8.93,"An error occurred. ... AttributeError(""'NoneType' object has no attribute 'response'"")"
Texas,2020-07-30,34684,6274,4631,866,13.35,13.9,True,False,,,3365783,12.07,Success!
Delaware,2020-07-30,14689,581,3731,148,27.88,26.67,False,False,13383.0,555.0,209892,22.11,Success!
Nebraska,2020-07-30,25766,328,1569,25,7.82,8.04,False,True,20071.0,311.0,90860,4.77,Success!
California,2020-07-29 00:00:00,485502,8909,13382,722,4.29,8.4,False,False,311860.0,8599.0,2267875,5.79,Success!
SouthDakota,2020-07-30,8685,129,1020,,11.74,,False,False,8685.0,,,,Success!
Vermont,2020-07-30,1407,57,161,0,11.77,0.0,False,True,1368.0,57.0,8058,1.29,Success!
New Mexico,2020-07-30,20388,635,376,,1.84,,True,False,,,43006,2.06,Success!
Florida,2020-07-30,456105,6586,55160,1243,12.09,18.87,True,False,,,3316376,16.1,Success!
"Washington, DC",2020-07-30,12057,584,5959,431,49.42,73.8,True,True,,,321317,46.94,Success!
California - San Francisco,,,,,,,,False,False,,,,,"An error occurred. ... AttributeError(""'NoneType' object has no attribute 'body'"")"
Colorado,2020-07-30,46204,1822,2139,121,6.0,6.86,False,False,35679.0,1763.0,227938,4.12,Success!
California - San Diego,2020-07-30,28668,558,1070,23,4.72,4.24,False,False,22691.0,542.0,166412,5.04,Success!
Idaho,2020-07-30,20246,174,237,3,1.17,1.72,False,True,,,11536,0.68,Success!
Pennsylvania,2020-07-30,107958,7176,15286,1484,29.68,21.22,False,True,51507.0,6992.0,1423319,11.13,Success!
Arizona,2020-07-30,170798,3626,3915.0,109.0,4.43,3.53,False,False,88412.0,3092.0,305259,4.39,Success!
Georgia,2020-07-30,182286,3671,47045,1665,25.81,45.36,True,True,,,3239300,31.46,Success!
Virginia,2020-07-21,79371,2048,12922,483,16.28,23.58,True,True,,,1613285,19.17,Success!
Indiana,2020-07-30,65253,2746,7450,385,11.42,14.02,True,True,,,619472,9.33,Success!
New Hampshire,,,,,,,,False,False,,,20516,1.53,"An error occurred. ... TimeoutException('', None, None)"
Kentucky,2020-07-30,29386,731,2347,97,12.35,14.54,False,True,19009.0,673.0,354112,7.98,Success!
California - Los Angeles,2020-07-29,185872,4552,4974,452,4.59,10.61,False,False,108321.0,4260.0,823987,8.16,Success!
