Location,Date Published,Total Cases,Total Deaths,Count Cases Black/AA,Count Deaths Black/AA,Pct Cases Black/AA,Pct Deaths Black/AA,Pct Includes Unknown Race,Pct Includes Hispanic Black,Count Cases Known Race,Count Deaths Known Race,Black/AA Population,Pct Black/AA Population,Status code
Texas,2020-08-01,36446,6837,4997,910,0.14,0.13,True,False,,,3365783,12.07,Success!
Delaware,2020-08-01,14877,585,3763,149,27.75,26.65,False,False,13558.0,559.0,209892,22.11,Success!
Nebraska,2020-08-01,26391,332,1589,25,7.82,7.96,False,True,20332.0,314.0,90860,4.77,Success!
California,2020-07-31 00:00:00,500130,9224,13795,745,4.27,8.37,False,False,322747.0,8903.0,2267875,5.79,Success!
SouthDakota,,,,,,,,False,False,,,,,"An error occurred. ... AttributeError(""'NoneType' object has no attribute 'text'"")"
Vermont,2020-08-01,1421,57,163,0,11.8,0.0,False,True,1381.0,57.0,8058,1.29,Success!
New Mexico,2020-08-01,20796,651,390,,1.88,,True,False,,,43006,2.06,Success!
Florida,2020-08-01,474621,7022,57699,1304,12.16,18.57,True,False,,,3316376,16.1,Success!
"Washington, DC",2020-07-30,12057,584,5959,431,49.42,73.8,True,True,,,321317,46.94,Success!
California - San Francisco,2020-07-29,6723,61,387,6,6.75,10.17,False,False,5736.0,59.0,,,Success!
Colorado,2020-08-01,47267,1844,2430,124,6.0,6.84,False,False,40517.0,1812.0,227938,4.12,Success!
California - San Diego,2020-08-01,29577,565,1108,23,4.71,4.17,False,False,23542.0,551.0,166412,5.04,Success!
Idaho,2020-08-01,21114,188,248,3,1.17,1.6,False,True,,,11536,0.68,Success!
Pennsylvania,2020-08-01,109779,7204,15515,1522,29.54,21.17,False,True,52521.0,7189.0,1423319,11.13,Success!
Arizona,2020-08-01,177002,3747,4058.0,114.0,4.39,3.56,False,False,92473.0,3202.0,305259,4.39,Success!
Georgia,2020-08-01,190012,3825,48811,1720,25.69,44.97,True,True,,,3239300,31.46,Success!
Virginia,2020-07-21,79371,2048,12922,483,16.28,23.58,True,True,,,1613285,19.17,Success!
WestVirginia,2020-07-26,5960,103,453,,7.6,,True,False,,,,,Success!
Indiana,2020-08-01,67122,2771,7584,388,11.3,14.0,True,True,,,619472,9.33,Success!
New Hampshire,2020-08-01,6613,416,339,9,5.9,2.19,False,False,5743.0,411.0,20516,1.53,Success!
Kentucky,2020-08-01,30723,740,2451,99,12.17,14.68,False,True,20141.0,681.0,354112,7.98,Success!
California - Los Angeles,,,,,,,,False,False,,,823987,8.16,"An error occurred. ... KeyError(""['Under Investigation'] not found in axis"")"
