Location,Date Published,Total Cases,Total Deaths,Count Cases Black/AA,Count Deaths Black/AA,Pct Cases Black/AA,Pct Deaths Black/AA,Pct Includes Unknown Race,Pct Includes Hispanic Black,Count Cases Known Race,Count Deaths Known Race,Black/AA Population,Pct Black/AA Population,Status code
Utah,2020-07-31,40196,304,986,5,2.5,1.64,True,False,,,35862,1.18,Success!
Mississippi,2020-07-30,58747,1663,25189,829,42.88,49.85,True,True,,,1125834,37.67,Success!
Texas -- Bexar County,2020-07-31,40803,349,464,17.0,6.81,15.32,False,False,6812.0,111.0,146703,7.62,Success!
Minnesota,2020-07-31,54463,1600,11279,150,20.71,9.38,True,True,,,342186,6.19,Success!
Nevada,2020-07-31,48088,830,2401,75,8.08,12.32,False,False,29704.0,609.0,261123,8.93,Success!
Texas,2020-07-31,35552,6569,4793,889,13.48,13.53,True,False,,,3365783,12.07,Success!
Delaware,2020-07-31,14788,585,3741,149,27.76,26.65,False,False,13477.0,559.0,209892,22.11,Success!
Nebraska,2020-07-31,26211,332,1589,25,7.82,7.96,False,True,20332.0,314.0,90860,4.77,Success!
California,2020-07-30 00:00:00,493588,9005,13622,734,4.28,8.37,False,False,318341.0,8766.0,2267875,5.79,Success!
SouthDakota,2020-07-31,8764,130,1024,,11.68,,False,False,8764.0,,,,Success!
Vermont,2020-07-31,1414,57,162,0,11.78,0.0,False,True,1375.0,57.0,8058,1.29,Success!
New Mexico,2020-07-31,20600,642,389,,1.89,,True,False,,,43006,2.06,Success!
Florida,2020-07-31,465030,6843,56299,1274,12.11,18.62,True,False,,,3316376,16.1,Success!
"Washington, DC",2020-07-31,12126,585,5985,432,49.36,73.85,True,True,,,321317,46.94,Success!
California - San Francisco,,,,,,,,False,False,,,,,An error occurred. ... KeyError('Date_Uploaded.Data as of')
Colorado,2020-07-31,46809,1838,2158,123,5.98,6.92,False,False,36099.0,1778.0,227938,4.12,Success!
California - San Diego,2020-07-31,29048,561,1089,23,4.72,4.22,False,False,23059.0,545.0,166412,5.04,Success!
Idaho,2020-07-31,20721,174,244,3,1.18,1.72,False,True,,,11536,0.68,Success!
Pennsylvania,2020-07-31,108907,7189,15390,1522,29.59,21.17,False,True,52009.0,7189.0,1423319,11.13,Success!
Arizona,2020-07-31,174010,3694,4000.0,111.0,4.4,3.52,False,False,90895.0,3151.0,305259,4.39,Success!
Georgia,2020-07-31,186352,3752,47983,1699,25.75,45.28,True,True,,,3239300,31.46,Success!
Virginia,2020-07-21,79371,2048,12922,483,16.28,23.58,True,True,,,1613285,19.17,Success!
WestVirginia,2020-07-26,5960,103,453,,7.6,,True,False,,,,,Success!
Indiana,2020-07-31,66154,2765,7510,388,11.35,14.03,True,True,,,619472,9.33,Success!
New Hampshire,2020-07-31,6583,415,339,9,5.94,2.2,False,False,5709.0,410.0,20516,1.53,Success!
Kentucky,2020-07-31,30151,735,2418,99,12.04,14.75,False,True,20086.0,677.0,354112,7.98,Success!
California - Los Angeles,,,,,,,,False,False,,,823987,8.16,"An error occurred. ... KeyError(""['Under Investigation'] not found in axis"")"
