Location,Date Published,Total Cases,Total Deaths,Count Cases Black/AA,Count Deaths Black/AA,Pct Cases Black/AA,Pct Deaths Black/AA,Pct Includes Unknown Race,Pct Includes Hispanic Black,Count Cases Known Race,Count Deaths Known Race,Black/AA Population,Pct Black/AA Population,Status code
Hawaii,2020-08-05,2763,27,16.0,,1.18,,False,True,1352.0,,26266,1.85,Success!
Oklahoma,2020-08-05,40564,583,2762.4084,35.9711,6.81,6.17,False,False,31826.5144,550.9933,287959,7.35,Success!
Montana,2020-08-05,4429,65,22.0,,0.5,,True,True,,,4630,0.44,Success!
Kansas,2020-08-05,29717,368,2205.0,66.0,8.98,18.44,False,True,24556.0,358.0,169801,5.84,Success!
Alaska,2020-08-05,2102.0,25.0,108.0,0.0,5.62,0.0,False,True,1922.0,25.0,24129,3.27,Success!
NorthDakota,2020-08-05,7057,108,,,,,False,False,,,,,Success!
Massachusetts,2020-08-05,119643,8659,11145.0,713.0,9.32,8.23,True,False,,,510558,7.48,Success!
Florida -- Miami-Dade County,2020-08-05,125949,1775,11207.0,,16.54,,False,True,67751.0,,481976,17.75,Success!
Florida -- Orange County,2020-08-05,30425,250,4010.0,,24.55,,False,True,16337.0,,277193,20.98,Success!
Iowa,2020-08-05,46665,900,3534.0,41.0,7.57,4.56,True,True,,,109911,3.51,Success!
Missouri,2020-08-05,55319,1272,11062.0,419.0,26.67,34.23,False,True,41471.0,1224.0,704896,11.57,Success!
Utah,2020-08-05,42328,327,1030,6,2.4,1.83,True,False,,,35862,1.18,Success!
Mississippi,2020-08-04,63444,1804,26865,892,42.34,49.45,True,True,,,1125834,37.67,Success!
Texas -- Bexar County,2020-08-05,41614,394,464,17.0,6.81,15.32,False,False,6812.0,111.0,146703,7.62,Success!
Minnesota,2020-08-05,57779,1629,11954,157,20.69,9.64,True,True,,,342186,6.19,Success!
Nevada,2020-08-05,52828,890,2532,77,7.92,12.34,False,False,31974.0,624.0,261123,8.93,Success!
Texas,2020-08-05,38144,7497,5444,971,0.14,0.13,True,False,,,3365783,12.07,Success!
Delaware,2020-08-05,15296,587,3896,150,27.97,26.74,False,False,13929.0,561.0,209892,22.11,Success!
Nebraska,2020-08-05,27489,340,1692,24,7.88,7.55,False,True,21464.0,318.0,90860,4.77,Success!
California,2020-08-04 00:00:00,524722,9703,14475,787,4.25,8.4,False,False,340300.0,9367.0,2267875,5.79,Success!
SouthDakota,2020-08-05,9168,137,1032,,11.26,,False,False,9168.0,,,,Success!
Vermont,2020-08-05,1436,57,164,0,11.72,0.0,False,True,1399.0,57.0,8058,1.29,Success!
New Mexico,2020-08-05,21566,667,399,,1.85,,True,False,,,43006,2.06,Success!
Florida,2020-08-05,497181,7627,61583,1402,12.39,18.38,True,False,,,3316376,16.1,Success!
"Washington, DC",2020-08-05,12443,587,6162,434,49.52,73.94,True,True,,,321317,46.94,Success!
California - San Francisco,,,,,,,,False,False,,,,,An error occurred. ... KeyError('Date_Uploaded.Data as of')
Colorado,2020-08-05,48988,1851,2459,124,5.91,6.82,False,False,41610.0,1819.0,227938,4.12,Success!
California - San Diego,2020-08-05,30864,578,1185,23,4.73,4.02,False,False,25042.0,572.0,166412,5.04,Success!
Idaho,2020-08-05,22707,215,255,3,1.12,1.4,False,True,,,11536,0.68,Success!
Pennsylvania,2020-08-05,112462,7244,15894,1522,29.31,21.17,False,True,54218.0,7189.0,1423319,11.13,Success!
Arizona,2020-08-05,182203,3932,4282.0,121.0,4.43,3.61,False,False,96707.0,3352.0,305259,4.39,Success!
Georgia,2020-08-05,201713,3984,51523,1775,25.54,44.55,True,True,,,3239300,31.46,Success!
Virginia,2020-07-21,79371,2048,12922,483,16.28,23.58,True,True,,,1613285,19.17,Success!
WestVirginia,2020-07-26,5960,103,453,,7.6,,True,False,,,,,Success!
Indiana,2020-08-05,69975,2805,7963,393,11.38,14.01,True,True,,,619472,9.33,Success!
New Hampshire,2020-08-05,6719,418,341,9,5.85,2.18,False,False,5832.0,412.0,20516,1.53,Success!
Kentucky,2020-08-05,32741,752,2623,102,12.27,14.86,False,True,21383.0,692.0,354112,7.98,Success!
California - Los Angeles,,,,,,,,False,False,,,823987,8.16,"An error occurred. ... KeyError(""['Under Investigation'] not found in axis"")"
